storeid,itemid,price
746,49,56.46,2020-04-18
523,46,54.75,2020-07-23
736,45,38.33,2020-04-11
911,12,46.15,2020-08-27
729,35,25.54,2020-02-03
411,10,21.47,2020-10-30
961,25,49.75,2020-03-29
870,45,44.5,2020-07-20
902,30,34.08,2020-08-28
613,7,36.06,2020-11-10
534,34,42.48,2020-06-24
801,30,37.98,2020-09-26
200,26,76.75,2020-08-28
192,7,92.72,2020-10-31
770,34,96.49,2020-06-08
158,22,30.04,2020-04-24
668,16,71.64,2020-02-14
692,32,13.73,2020-11-15
322,40,75.23,2020-07-08
799,1,64.59,2020-08-21
839,15,54.48,2020-12-18
625,13,98.54,2020-05-25
1,8,42.34,2020-11-04
102,5,59.96,2020-09-27
24,5,44.87,2020-03-04
908,2,90.25,2020-08-08
799,24,58.39,2020-11-26
280,32,84.52,2020-02-27
156,15,88.31,2020-11-30
563,9,23.54,2020-08-30
870,4,39.81,2020-08-29
759,35,65.29,2020-03-13
639,33,14.74,2020-09-01
224,33,13.81,2020-12-12
336,3,24.33,2020-10-06
692,28,4.75,2020-05-18
633,37,32.82,2020-08-03
806,44,41.93,2020-09-02
214,42,5.79,2020-11-09
127,10,76.12,2020-03-23
345,4,49.76,2020-11-05
314,37,47.98,2020-08-11
284,41,93.43,2020-06-13
489,22,75.63,2020-07-03
245,19,80.96,2020-12-23
920,42,33.8,2020-12-26
466,6,34.98,2020-06-16
409,6,0.31,2020-01-24
449,13,54.99,2020-12-23
79,41,73.69,2020-05-17
550,22,51.05,2020-10-23
413,24,46.83,2020-04-30
9,9,27.38,2020-03-06
76,18,91.45,2020-10-28
522,41,86.28,2020-01-27
594,42,31.39,2020-05-27
156,16,24.66,2020-08-29
888,13,1.83,2020-01-18
702,38,64.61,2020-01-04
622,14,20.37,2020-07-09
166,29,13.18,2020-11-10
690,35,6.62,2020-10-02
445,40,16.76,2020-07-18
545,26,31.76,2020-05-29
257,23,10.99,2020-09-30
955,13,44.72,2020-11-28
60,22,13.68,2020-08-17
401,13,94.76,2020-07-13
223,2,57.32,2020-01-14
227,12,5.55,2020-08-31
76,23,42.25,2020-01-20
26,31,62.95,2020-09-09
417,12,60.61,2020-09-07
490,50,4.58,2020-03-22
555,3,31.79,2020-11-08
947,26,96.14,2020-12-26
161,16,14.2,2020-09-13
724,11,10.65,2020-09-30
418,29,48.64,2020-08-06
973,41,8.87,2020-07-27
297,26,21.82,2020-02-07
440,24,16.01,2020-02-25
270,8,63.41,2020-04-25
42,46,11.98,2020-01-07
368,6,2.08,2020-03-10
444,18,79.71,2020-07-24
367,17,16.71,2020-01-21
737,32,3.71,2020-09-09
425,8,96.42,2020-06-29
75,42,62.69,2020-06-03
765,40,36.43,2020-08-10
357,3,47.45,2020-05-20
754,23,89.55,2020-12-07
906,36,55.48,2020-05-06
609,10,43.12,2020-11-29
249,24,24.09,2020-05-30
964,22,68.95,2020-03-10
941,12,85.61,2020-09-19
122,23,83.37,2020-04-12
528,27,34.05,2020-06-26
321,34,27.61,2020-12-21
704,17,24.91,2020-01-01
272,7,40.38,2020-03-11
144,49,41.57,2020-02-11
726,42,10.76,2020-08-18
750,8,95.48,2020-10-30
722,19,66.54,2020-07-15
326,46,46.53,2020-03-12
888,45,88.59,2020-12-03
961,23,22.29,2020-02-10
443,46,51.19,2020-08-07
630,17,1.67,2020-03-02
792,13,51.33,2020-08-08
192,40,58.29,2020-06-27
562,30,65.02,2020-02-09
502,21,67.35,2020-04-27
272,10,9.48,2020-02-13
414,7,30.54,2020-07-19
90,36,42.22,2020-08-08
146,43,34.58,2020-02-19
792,44,6.69,2020-01-28
972,33,29.85,2020-10-26
76,33,20.6,2020-03-09
765,16,76.45,2020-07-27
614,25,31.03,2020-11-14
565,44,21.69,2020-12-30
33,33,31.04,2020-08-05
733,18,60.31,2020-04-29
335,36,15.81,2020-05-25
223,41,5.07,2020-06-22
698,34,59.31,2020-06-11
874,5,45.32,2020-04-11
912,30,80.43,2020-03-15
107,23,24.99,2020-07-23
440,42,70.7,2020-05-29
280,20,72.78,2020-06-09
750,1,45.3,2020-12-11
462,43,66.19,2020-05-15
45,16,11.42,2020-03-17
243,33,19.6,2020-07-30
605,8,20.36,2020-08-26
438,38,7.04,2020-05-03
168,46,9.95,2020-12-12
142,6,86.14,2020-09-20
327,45,17.09,2020-07-22
857,9,14.09,2020-11-15
614,36,41.53,2020-12-24
747,43,92.98,2020-03-13
480,35,9.25,2020-12-10
247,43,22.04,2020-06-04
537,46,46.06,2020-05-29
816,17,13.67,2020-12-17
437,9,87.39,2020-07-31
648,47,99.58,2020-01-04
62,17,29.35,2020-09-19
726,37,27.5,2020-06-25
111,50,82.05,2020-08-26
147,41,19.51,2020-05-16
93,34,86.9,2020-08-02
129,19,85.91,2020-05-11
635,30,36.63,2020-08-27
755,22,66.17,2020-11-20
511,28,72.26,2020-03-14
864,46,55.7,2020-01-10
583,17,14.46,2020-06-18
587,27,72.96,2020-12-20
796,13,40.28,2020-03-13
367,30,82.44,2020-07-11
217,4,58.34,2020-09-15
3,37,79.81,2020-11-27
282,42,48.95,2020-05-24
323,36,95.42,2020-07-16
445,17,44.73,2020-11-06
360,29,64.41,2020-08-09
690,10,26.17,2020-05-10
439,22,66.72,2020-12-18
483,34,71.26,2020-03-14
233,37,18.41,2020-04-16
183,32,33.99,2020-05-04
371,7,66.25,2020-09-23
349,24,47.68,2020-01-26
629,8,53.93,2020-07-09
721,4,24.55,2020-11-17
983,29,70.22,2020-03-14
523,23,51.98,2020-06-19
914,45,47.87,2020-07-03
109,45,86.27,2020-12-20
597,3,66.32,2020-05-18
795,39,38.14,2020-08-12
220,17,53.68,2020-11-14
169,42,60.81,2020-01-14
259,50,64.03,2020-11-15
125,10,32.38,2020-03-25
459,27,86.42,2020-03-10
168,26,4.09,2020-11-30
532,4,17.74,2020-03-03
814,27,91.51,2020-09-05
654,18,79.61,2020-03-25
835,30,0.41,2020-04-02
383,22,52.54,2020-05-18
981,5,96.51,2020-07-10
637,44,81.37,2020-07-09
150,9,75.06,2020-09-21
202,47,35.95,2020-01-15
513,46,62.63,2020-02-22
505,48,20.58,2020-10-30
680,50,38.33,2020-06-22
144,28,65.04,2020-04-13
219,4,75.01,2020-04-09
826,39,65.7,2020-03-18
352,38,63.29,2020-06-24
274,18,70.16,2020-08-22
723,10,72.98,2020-11-23
464,27,90.75,2020-03-06
101,4,64.29,2020-12-07
284,15,2.34,2020-09-07
500,12,70.06,2020-08-02
486,34,43.99,2020-11-17
605,28,96.37,2020-06-18
542,40,39.52,2020-03-11
923,19,86.91,2020-09-02
523,17,7.83,2020-04-03
197,13,62.55,2020-05-27
652,48,63.97,2020-06-03
674,3,22.55,2020-06-04
172,43,53.86,2020-10-20
145,45,98.35,2020-12-28
762,12,78.24,2020-05-05
823,40,9.64,2020-05-24
116,16,78.48,2020-12-11
428,5,35.05,2020-08-05
971,31,13.28,2020-08-11
967,16,61.07,2020-12-03
977,6,8.09,2020-09-03
116,25,48.3,2020-07-13
912,34,40.26,2020-05-28
706,32,14.37,2020-07-07
135,20,18.92,2020-03-26
910,50,4.54,2020-12-05
76,37,69.16,2020-07-23
807,42,49.21,2020-02-22
940,1,56.42,2020-12-16
847,25,44.19,2020-04-26
240,18,77.88,2020-03-18
223,39,9.31,2020-10-13
814,17,17.26,2020-08-28
262,15,28.08,2020-11-16
337,38,53.61,2020-10-11
930,20,46.78,2020-10-24
857,48,97.88,2020-04-08
664,36,92.86,2020-03-05
243,48,61.72,2020-09-10
81,12,59.0,2020-09-24
852,15,75.82,2020-01-28
128,43,49.57,2020-10-01
540,39,14.97,2020-11-16
264,3,97.32,2020-03-30
384,37,19.05,2020-02-02
735,13,85.79,2020-10-01
257,28,94.9,2020-08-16
339,48,90.86,2020-07-19
851,41,93.34,2020-02-20
56,30,75.8,2020-07-24
504,50,44.01,2020-11-08
119,15,96.29,2020-10-03
609,14,18.85,2020-02-19
409,16,1.87,2020-12-26
656,15,71.18,2020-06-22
141,22,47.62,2020-08-03
300,25,97.8,2020-11-08
955,32,28.51,2020-04-25
17,31,61.52,2020-09-20
668,20,74.14,2020-12-22
646,7,41.84,2020-06-18
732,11,96.31,2020-04-26
430,3,90.27,2020-12-19
674,13,31.56,2020-06-26
775,10,70.57,2020-12-17
500,32,15.35,2020-05-09
475,27,52.12,2020-11-26
259,38,61.56,2020-02-18
474,43,2.4,2020-09-03
148,1,24.6,2020-04-04
36,43,59.25,2020-12-16
38,45,69.92,2020-02-27
677,47,52.67,2020-07-27
471,27,78.15,2020-11-03
474,3,5.82,2020-02-10
89,7,83.46,2020-08-04
780,20,97.85,2020-12-23
497,27,3.62,2020-04-14
770,21,94.26,2020-08-05
821,15,88.47,2020-03-02
613,18,42.52,2020-08-28
351,9,30.2,2020-08-18
136,27,90.19,2020-02-24
356,41,67.01,2020-04-13
108,48,73.36,2020-07-08
247,41,93.83,2020-06-20
73,20,14.31,2020-05-28
398,8,73.3,2020-02-18
998,18,24.88,2020-03-13
119,19,90.86,2020-08-12
740,15,64.04,2020-01-09
584,28,80.21,2020-04-26
356,29,31.36,2020-07-19
85,47,72.75,2020-01-06
371,5,25.48,2020-08-01
233,41,29.26,2020-07-18
779,11,28.28,2020-08-13
990,17,79.71,2020-10-27
106,50,90.89,2020-06-23
157,48,12.06,2020-05-18
249,15,12.93,2020-04-16
215,17,51.48,2020-08-27
527,41,82.87,2020-11-22
833,40,51.29,2020-04-08
527,45,76.41,2020-12-27
21,11,1.42,2020-06-07
244,34,11.66,2020-02-15
107,1,43.75,2020-06-26
525,29,78.55,2020-06-20
912,32,26.34,2020-09-29
808,40,39.46,2020-06-18
73,30,59.95,2020-08-02
894,22,10.51,2020-09-16
171,28,59.19,2020-12-30
748,47,54.48,2020-11-07
726,47,78.6,2020-06-01
837,34,68.3,2020-10-30
816,34,48.64,2020-12-04
810,49,76.46,2020-03-11
466,14,17.45,2020-09-24
428,33,81.37,2020-12-10
123,17,76.55,2020-03-11
420,50,46.53,2020-08-01
636,19,62.48,2020-11-18
318,10,85.99,2020-07-21
516,15,23.22,2020-01-30
4,49,12.83,2020-08-02
369,35,45.46,2020-05-12
972,25,29.01,2020-10-04
636,17,91.07,2020-05-01
431,13,15.91,2020-10-17
342,37,43.67,2020-01-18
949,17,23.03,2020-12-21
746,12,10.06,2020-12-03
473,27,80.49,2020-08-04
385,37,86.0,2020-05-06
585,20,86.06,2020-08-15
557,33,68.09,2020-09-12
224,42,5.03,2020-04-17
416,14,17.66,2020-01-11
730,17,36.94,2020-03-06
978,25,8.11,2020-03-06
457,41,91.16,2020-05-17
550,23,80.99,2020-09-25
436,46,51.65,2020-02-07
697,47,62.22,2020-06-06
458,7,99.89,2020-08-22
516,23,87.33,2020-06-13
405,20,56.93,2020-02-05
634,26,73.35,2020-01-20
794,21,21.17,2020-05-16
277,30,11.32,2020-09-08
907,5,95.62,2020-01-18
966,19,43.02,2020-12-13
654,31,13.26,2020-05-24
3,43,69.85,2020-04-15
555,7,33.53,2020-08-01
751,48,56.32,2020-01-05
458,6,12.29,2020-09-21
660,8,55.72,2020-08-04
271,16,39.16,2020-11-20
64,15,14.4,2020-12-30
22,27,66.81,2020-08-30
660,10,6.82,2020-04-26
543,39,66.33,2020-11-23
238,45,41.93,2020-10-13
400,38,91.55,2020-02-22
526,49,22.22,2020-08-15
435,26,74.27,2020-03-06
212,28,58.23,2020-06-13
622,42,44.17,2020-06-30
873,23,58.59,2020-07-30
188,30,46.79,2020-12-14
881,14,16.39,2020-05-30
592,3,71.09,2020-04-22
499,8,46.39,2020-10-02
209,28,93.14,2020-01-07
972,2,74.28,2020-09-04
710,35,52.61,2020-09-26
783,2,62.82,2020-12-16
357,47,20.72,2020-01-09
202,2,92.5,2020-08-31
943,11,49.66,2020-08-20
220,25,62.72,2020-04-28
896,17,26.59,2020-06-13
287,40,83.04,2020-05-07
8,21,40.87,2020-04-01
459,45,71.48,2020-05-07
815,41,99.18,2020-10-01
801,18,61.04,2020-10-17
953,16,83.59,2020-11-28
714,46,91.14,2020-09-21
470,26,30.73,2020-09-22
511,43,86.67,2020-08-30
253,36,4.31,2020-12-30
46,14,5.17,2020-05-11
784,21,55.26,2020-10-09
337,30,70.09,2020-11-05
614,35,39.09,2020-07-09
262,35,53.27,2020-02-10
116,28,88.72,2020-10-07
409,46,44.57,2020-03-22
639,3,91.19,2020-03-17
215,31,6.82,2020-09-20
183,29,53.72,2020-04-06
835,43,51.6,2020-08-08
158,18,43.96,2020-02-15
751,16,20.72,2020-10-23
617,10,81.04,2020-11-18
796,33,96.31,2020-07-07
355,12,5.99,2020-09-21
190,1,56.69,2020-06-30
88,26,47.99,2020-07-18
908,22,11.11,2020-09-07
225,39,71.46,2020-02-20
901,4,46.68,2020-11-20
918,41,76.09,2020-03-03
674,35,38.23,2020-08-08
873,15,67.47,2020-07-13
682,29,95.83,2020-03-09
795,3,10.35,2020-02-26
519,13,49.76,2020-04-03
343,17,54.84,2020-03-10
28,8,90.19,2020-06-11
221,23,2.61,2020-10-24
845,47,51.95,2020-03-18
93,36,31.56,2020-09-05
75,11,60.76,2020-07-24
709,7,16.84,2020-12-08
126,35,59.91,2020-04-04
555,11,71.61,2020-01-07
705,5,76.89,2020-01-14
917,28,39.3,2020-07-10
204,9,89.49,2020-02-10
728,28,5.69,2020-12-20
664,27,79.96,2020-04-20
370,1,58.96,2020-11-04
130,2,5.03,2020-09-28
300,50,53.48,2020-05-27
495,11,17.1,2020-06-07
316,47,34.54,2020-10-15
325,40,16.31,2020-11-17
26,24,10.23,2020-08-15
873,21,83.43,2020-08-13
83,46,18.13,2020-04-19
391,47,12.15,2020-02-16
43,15,94.69,2020-08-23
663,19,85.5,2020-07-18
741,46,7.64,2020-08-18
874,10,14.45,2020-09-13
323,15,58.71,2020-02-12
761,23,25.13,2020-04-15
650,45,81.23,2020-08-08
48,35,1.13,2020-12-20
83,9,96.42,2020-03-27
503,3,8.66,2020-01-17
961,42,38.19,2020-08-03
485,44,59.48,2020-09-13
296,24,17.22,2020-10-12
8,30,22.56,2020-02-06
417,18,22.93,2020-01-09
633,47,82.73,2020-09-23
295,15,33.54,2020-12-08
641,19,70.17,2020-12-23
381,24,49.86,2020-08-08
672,36,15.61,2020-03-01
437,10,26.98,2020-07-05
210,24,4.91,2020-07-09
138,41,95.29,2020-08-02
117,47,38.64,2020-08-26
590,34,20.0,2020-02-11
987,34,69.54,2020-01-12
917,31,15.84,2020-07-23
283,5,38.26,2020-04-05
757,3,4.71,2020-10-17
533,36,0.06,2020-08-10
569,11,3.39,2020-06-22
60,41,41.13,2020-11-24
106,30,70.43,2020-11-26
2,41,13.14,2020-06-12
899,14,26.82,2020-03-15
922,50,74.19,2020-10-01
585,32,91.15,2020-11-24
926,20,57.1,2020-06-16
520,5,98.52,2020-05-16
906,11,26.54,2020-10-31
70,6,33.39,2020-03-05
704,34,77.84,2020-06-11
468,19,46.94,2020-11-29
339,43,73.89,2020-04-03
922,49,37.82,2020-07-30
539,46,49.55,2020-04-23
422,41,20.27,2020-09-25
272,6,93.97,2020-11-27
194,1,53.66,2020-08-08
366,40,76.54,2020-05-07
302,26,79.94,2020-05-14
87,49,45.17,2020-11-09
656,34,66.69,2020-02-04
824,32,99.45,2020-08-16
828,11,70.72,2020-09-28
78,17,23.37,2020-06-09
314,4,16.67,2020-08-01
531,28,37.78,2020-03-16
246,13,82.97,2020-01-12
570,45,1.27,2020-11-20
282,25,35.18,2020-09-06
962,43,14.06,2020-03-13
116,35,28.4,2020-06-05
98,48,56.56,2020-01-10
481,10,12.72,2020-07-30
853,9,54.89,2020-04-05
948,14,6.01,2020-04-06
975,3,88.59,2020-06-30
647,50,95.61,2020-08-27
97,34,77.47,2020-02-11
673,6,3.7,2020-08-24
57,1,9.26,2020-02-07
277,34,88.16,2020-02-23
169,28,39.26,2020-12-26
332,16,2.57,2020-05-20
467,35,14.06,2020-03-22
20,8,76.57,2020-08-13
792,46,40.48,2020-02-26
46,19,83.01,2020-11-20
871,21,8.36,2020-12-24
751,17,11.07,2020-10-14
278,30,29.71,2020-12-30
101,29,7.41,2020-12-24
167,31,38.95,2020-02-27
821,37,91.31,2020-12-07
98,49,7.77,2020-05-18
340,35,69.93,2020-03-03
346,46,70.36,2020-12-25
860,2,28.42,2020-09-30
250,12,89.48,2020-09-02
931,18,14.23,2020-05-19
258,42,76.58,2020-06-23
288,17,58.28,2020-12-14
589,31,48.52,2020-10-09
381,49,51.64,2020-02-09
262,25,58.22,2020-05-18
495,34,57.41,2020-05-27
763,13,8.03,2020-04-10
584,2,14.95,2020-01-02
523,21,25.93,2020-09-03
945,35,63.26,2020-06-23
691,36,2.76,2020-06-06
466,11,19.42,2020-02-10
680,21,68.89,2020-10-24
182,11,69.44,2020-05-27
699,20,12.07,2020-01-25
900,11,48.94,2020-02-21
629,40,36.54,2020-10-12
101,18,41.62,2020-10-19
418,25,47.96,2020-12-11
476,20,13.54,2020-01-08
601,22,52.68,2020-08-02
955,6,59.74,2020-01-04
781,29,84.42,2020-12-26
14,17,11.14,2020-07-01
604,36,37.33,2020-06-26
125,29,4.67,2020-04-08
572,15,51.19,2020-03-05
312,35,33.95,2020-02-25
214,16,2.99,2020-03-28
829,30,61.92,2020-02-22
678,47,6.49,2020-06-21
251,17,83.8,2020-10-13
915,6,87.07,2020-01-03
607,10,71.65,2020-04-12
778,5,15.88,2020-08-18
930,6,90.82,2020-04-13
787,10,3.6,2020-03-20
116,7,25.49,2020-01-06
159,39,42.17,2020-04-16
998,18,39.66,2020-03-18
252,7,92.04,2020-03-09
819,20,40.83,2020-09-14
564,29,67.43,2020-07-29
544,44,25.81,2020-12-26
368,21,36.94,2020-03-11
734,8,57.74,2020-06-05
118,39,95.86,2020-08-12
614,17,79.69,2020-01-11
282,43,13.26,2020-08-02
323,34,50.24,2020-04-16
36,48,51.61,2020-06-26
488,45,56.86,2020-12-07
201,14,76.1,2020-08-24
494,6,17.74,2020-07-29
430,19,71.85,2020-01-12
458,18,71.82,2020-05-08
90,34,85.7,2020-08-13
417,34,34.13,2020-02-01
543,7,97.67,2020-07-06
836,15,72.31,2020-12-20
643,11,28.61,2020-04-09
743,36,84.36,2020-07-19
749,39,2.32,2020-05-12
176,43,65.38,2020-04-20
386,26,31.81,2020-05-24
177,8,14.17,2020-11-29
156,44,15.88,2020-06-25
815,4,97.67,2020-08-06
936,15,65.15,2020-09-12
928,23,8.78,2020-03-31
563,47,46.67,2020-05-15
337,12,6.29,2020-04-02
273,19,37.96,2020-06-11
491,42,91.27,2020-03-25
785,46,94.82,2020-10-26
98,5,61.71,2020-01-22
382,13,81.55,2020-01-17
985,5,52.01,2020-02-26
952,13,74.39,2020-04-12
679,24,74.47,2020-02-20
963,6,94.31,2020-05-31
333,27,18.1,2020-08-12
88,43,2.03,2020-07-02
114,26,38.5,2020-10-28
920,23,34.14,2020-10-01
835,6,75.91,2020-11-28
277,24,19.92,2020-06-16
802,40,41.7,2020-08-27
925,30,69.67,2020-10-19
432,38,55.78,2020-10-15
690,14,8.27,2020-08-07
517,1,57.49,2020-01-30
643,35,99.12,2020-11-24
623,32,75.47,2020-03-30
424,12,5.79,2020-06-18
69,2,38.4,2020-08-24
845,22,56.84,2020-04-28
880,37,87.86,2020-01-02
453,25,42.31,2020-05-18
779,30,62.56,2020-02-02
386,21,87.39,2020-01-09
270,43,69.17,2020-06-16
213,44,42.39,2020-02-15
287,29,90.53,2020-02-15
516,29,76.46,2020-03-21
589,3,54.12,2020-01-06
293,19,45.97,2020-01-03
600,44,85.65,2020-05-16
29,20,65.2,2020-07-22
865,46,89.8,2020-06-17
186,23,28.82,2020-06-22
770,17,2.09,2020-05-09
251,39,15.29,2020-09-25
534,44,57.33,2020-11-29
949,38,14.59,2020-11-24
832,3,75.1,2020-01-28
413,2,67.6,2020-12-15
2,17,51.34,2020-07-12
822,27,13.3,2020-07-30
158,31,23.15,2020-03-27
280,1,40.44,2020-02-26
421,47,92.74,2020-10-08
131,18,58.69,2020-01-26
859,5,18.13,2020-07-04
832,28,39.53,2020-10-09
615,34,16.59,2020-08-19
141,16,91.12,2020-08-17
930,34,34.32,2020-02-14
854,30,75.13,2020-03-19
774,46,91.27,2020-09-19
650,32,80.6,2020-03-01
449,35,3.81,2020-09-26
654,48,5.73,2020-10-02
289,3,34.56,2020-06-24
7,10,71.01,2020-10-13
834,20,73.59,2020-02-12
66,26,52.28,2020-01-21
36,49,51.54,2020-08-02
723,11,36.18,2020-07-19
378,2,56.52,2020-07-26
152,31,21.53,2020-10-16
275,44,47.47,2020-11-17
500,31,69.39,2020-02-18
390,42,6.97,2020-12-27
201,11,8.49,2020-10-24
328,36,22.91,2020-05-24
883,26,84.31,2020-12-17
912,45,41.11,2020-06-03
67,22,91.75,2020-10-06
647,34,70.46,2020-09-06
858,36,19.19,2020-08-20
278,24,5.6,2020-11-01
455,9,96.92,2020-01-04
740,22,32.85,2020-07-03
669,28,44.25,2020-09-14
670,31,72.1,2020-03-24
624,24,12.42,2020-07-01
575,47,68.94,2020-01-11
60,17,32.84,2020-07-22
605,9,5.27,2020-08-03
831,26,82.61,2020-01-30
748,29,19.11,2020-06-20
615,41,93.09,2020-05-31
179,22,62.55,2020-10-08
660,17,57.22,2020-10-03
251,39,82.4,2020-02-16
90,14,70.5,2020-04-19
489,14,3.37,2020-02-10
285,18,76.57,2020-02-12
628,7,68.85,2020-05-26
486,6,38.3,2020-03-15
68,5,24.01,2020-07-06
96,43,70.09,2020-04-01
139,30,92.5,2020-10-19
372,19,4.39,2020-10-12
39,48,13.13,2020-10-02
643,36,16.7,2020-05-24
517,19,80.75,2020-11-12
85,38,69.32,2020-11-26
495,5,73.39,2020-07-13
524,12,60.36,2020-05-19
411,46,27.89,2020-05-15
157,36,79.99,2020-06-09
388,18,22.15,2020-09-25
443,37,55.38,2020-06-12
220,25,11.03,2020-10-10
877,9,37.62,2020-12-10
384,4,27.98,2020-03-25
283,15,39.71,2020-09-29
838,15,71.28,2020-04-26
267,38,57.59,2020-06-07
909,45,3.85,2020-03-07
280,45,98.87,2020-06-14
686,16,46.49,2020-08-14
888,22,52.54,2020-08-13
349,19,56.43,2020-08-12
764,3,35.52,2020-05-17
960,44,44.97,2020-12-05
524,30,77.23,2020-02-23
213,31,13.96,2020-11-02
562,36,64.33,2020-11-20
833,33,41.33,2020-03-05
639,48,83.48,2020-01-30
374,4,91.88,2020-10-10
862,21,7.74,2020-12-05
955,44,98.84,2020-09-11
584,28,16.84,2020-05-13
451,33,18.0,2020-06-08
109,32,78.71,2020-02-25
538,3,31.48,2020-09-26
542,3,86.65,2020-03-14
836,46,91.03,2020-07-14
833,42,63.55,2020-01-01
600,14,65.0,2020-09-23
558,27,72.02,2020-02-11
714,2,47.33,2020-07-05
601,25,2.39,2020-06-05
49,43,68.08,2020-06-12
428,5,21.92,2020-12-22
53,5,63.87,2020-09-02
764,1,71.55,2020-04-18
440,26,87.16,2020-10-23
388,7,37.65,2020-02-08
356,34,2.11,2020-07-25
778,36,31.46,2020-04-14
440,37,94.36,2020-09-16
378,32,86.98,2020-06-02
665,48,57.64,2020-10-14
535,31,8.39,2020-02-03
92,15,73.67,2020-11-27
215,3,89.9,2020-03-25
146,2,62.08,2020-07-01
602,31,10.57,2020-09-13
328,49,78.51,2020-01-12
432,20,3.77,2020-05-29
372,19,83.33,2020-10-05
52,32,90.82,2020-04-01
207,20,1.7,2020-04-19
240,20,82.9,2020-03-13
755,3,50.11,2020-12-30
181,30,72.16,2020-12-19
840,10,7.7,2020-02-23
76,16,88.2,2020-04-15
190,31,89.64,2020-10-19
620,17,81.99,2020-04-19
876,7,95.64,2020-09-15
991,20,28.1,2020-11-10
409,3,77.62,2020-09-24
303,14,28.47,2020-11-01
125,42,91.26,2020-03-30
395,17,7.96,2020-07-12
706,20,81.73,2020-11-23
843,49,30.25,2020-08-11
962,17,90.22,2020-05-07
383,31,0.76,2020-08-08
820,25,38.73,2020-03-31
323,11,71.71,2020-05-29
863,16,6.57,2020-02-05
225,22,55.64,2020-01-27
829,10,99.77,2020-09-20
356,21,39.71,2020-06-16
632,13,15.32,2020-05-21
582,43,1.2,2020-08-02
265,35,70.63,2020-11-23
308,12,83.75,2020-01-01
712,32,10.01,2020-01-04
135,17,53.77,2020-03-08
472,16,70.69,2020-05-20
334,20,61.69,2020-01-17
648,31,67.79,2020-04-29
531,33,71.55,2020-09-02
47,10,41.84,2020-12-29
355,6,30.97,2020-02-03
233,30,43.28,2020-03-16
122,25,67.15,2020-03-29
350,22,74.92,2020-03-10
609,11,59.79,2020-08-08
240,2,73.36,2020-10-16
221,7,36.37,2020-06-17
979,46,33.95,2020-10-02
83,12,31.81,2020-06-03
331,38,55.6,2020-11-22
136,47,37.76,2020-10-02
785,41,17.73,2020-09-29
555,23,87.83,2020-01-06
697,16,88.36,2020-05-29
720,23,87.58,2020-09-21
88,18,47.17,2020-08-01
874,48,56.69,2020-06-14
508,9,57.89,2020-03-27
783,21,3.09,2020-03-14
636,39,62.96,2020-12-22
476,1,57.21,2020-04-22
24,8,40.39,2020-07-31
203,48,58.74,2020-06-25
733,19,39.45,2020-04-03
365,34,96.66,2020-02-21
644,3,37.25,2020-02-21
165,5,39.45,2020-07-07
828,41,82.4,2020-07-01
948,30,12.09,2020-07-31
362,44,33.45,2020-12-04
309,40,20.37,2020-08-15
829,12,21.6,2020-04-10
41,20,59.12,2020-03-10
480,17,10.68,2020-06-19
339,34,27.09,2020-09-12
911,23,22.57,2020-08-29
97,13,65.14,2020-03-31
102,23,64.1,2020-05-19
689,33,92.68,2020-09-08
140,22,72.15,2020-03-03
288,43,73.99,2020-03-17
146,16,9.74,2020-04-07
931,2,45.57,2020-09-13
512,28,90.11,2020-05-12
149,49,54.56,2020-02-28
885,21,50.84,2020-10-07
294,36,77.54,2020-09-07
86,6,12.98,2020-04-08
983,37,95.2,2020-09-17
142,21,28.91,2020-02-10
540,29,0.22,2020-02-01
490,42,58.49,2020-05-29
620,11,52.51,2020-09-25
880,24,21.21,2020-04-17
151,15,36.14,2020-04-22
171,36,99.84,2020-05-28
639,29,10.72,2020-08-22
133,40,47.2,2020-03-20
370,9,73.78,2020-02-13
59,35,53.48,2020-09-09
602,33,18.78,2020-02-01
729,23,29.92,2020-04-12
418,34,35.97,2020-09-28
494,10,91.23,2020-02-13
398,24,77.27,2020-01-05
981,48,11.04,2020-01-14
208,33,12.7,2020-06-28
219,41,85.43,2020-10-26
905,50,26.22,2020-07-29
428,43,37.33,2020-02-17
667,50,69.58,2020-02-28
203,41,57.6,2020-08-18
786,49,15.03,2020-05-06
374,7,84.52,2020-12-16
347,40,54.91,2020-09-14
785,22,23.0,2020-08-19
524,28,41.33,2020-06-26
597,4,7.61,2020-11-03
277,47,48.47,2020-03-28
597,27,61.96,2020-07-05
296,5,22.8,2020-11-13
377,36,35.24,2020-06-06
177,26,78.71,2020-10-25
844,15,23.84,2020-12-30
51,23,9.68,2020-12-18
434,27,4.05,2020-03-21
76,13,4.82,2020-09-12
958,49,12.3,2020-07-31
293,11,64.79,2020-08-24
364,43,64.42,2020-03-16
748,20,93.75,2020-07-17
732,34,89.05,2020-05-14
941,2,77.15,2020-12-15
728,10,30.24,2020-08-25
281,20,77.28,2020-04-18
461,28,35.38,2020-04-03
457,24,17.44,2020-12-03
244,15,3.21,2020-12-23
976,30,59.25,2020-01-29
938,31,90.17,2020-06-23
723,33,36.33,2020-12-01
243,40,75.16,2020-11-11
389,12,46.96,2020-01-02
877,21,48.08,2020-07-04
667,30,81.03,2020-12-20
515,20,80.32,2020-04-18
456,39,96.65,2020-10-31
562,28,79.76,2020-06-17
113,16,77.53,2020-05-25
332,21,5.89,2020-12-21
